age,income,employment_status,credit_limit,balance_to_limit_ratio,marital_status,sex,education_level,inflation_rate,interest_rate,exchange_rate_volatility,unemployment_rate,duration,loan_status,event
19,327.91732694320956,employed,911.8099157007454,0.02033762111179792,married,1,postgrad,81.18721525683112,18.05298219237312,20.77498780270809,11.056195657673854,22,active,0
37,423.0888911540349,employed,978.52022444258,0.515099224706211,single,2,bachelor,98.77247394414793,26.779026697157505,15.968308822583996,16.590556871389683,60,default,1
45,701.2585618428881,employed,544.6378759957572,0.1524295832997067,married,2,bachelor,95.60557987815515,19.825292497706837,15.014629833397189,10.073618478505189,25,default,1
64,384.62162609537023,employed,892.8912397580172,0.401561690342304,single,2,bachelor,130.19233120079664,15.463367203138672,15.889541957058272,5.920266670201693,3,default,1
24,667.1384224130284,employed,1267.114949055936,0.1934741652155991,single,2,bachelor,68.26490144169297,22.793476414609096,9.646658142917016,13.206593474737055,60,default,1
61,274.05862906847636,unemployed,1172.5615048319698,0.5676055160091945,married,2,high_school,107.82300452449189,17.97680739979527,12.361731119108313,12.745635315356962,3,default,1
25,605.9608355830566,employed,1150.199716414363,0.207457529958512,married,2,high_school,82.65363705340738,13.878063633210228,15.017913009163916,12.103181385922749,60,default,1
64,788.3137241315801,employed,1014.932106154288,0.24303279275432918,divorced,1,bachelor,108.8542293801225,15.536133463619247,14.0266815248766,10.073302564668031,2,closed,0
52,100.0,employed,1002.1189475884529,0.16867962259904035,married,2,postgrad,98.0568322060637,28.670209772113097,21.362141914082976,11.896283323542542,32,active,0
31,340.62094890590464,unemployed,801.9036581579659,0.11978721348434995,married,2,bachelor,102.78806958048933,21.92104610824731,16.087029263635017,10.466221626391418,60,active,0
34,615.414425436108,employed,1209.6485260607606,0.4281637369757693,married,1,high_school,83.50225502606963,20.538800277262716,19.27451961318201,11.092951301004748,24,default,1
53,459.39092279140147,employed,1126.291883316817,0.2805328520070296,single,2,bachelor,84.69808149711753,18.750531320939768,15.046976772879248,14.524896767295225,12,default,1
67,574.2291746742618,unemployed,1147.6056543978398,0.025530459181464824,single,2,high_school,108.61817542082281,21.460744210593994,20.281442418730613,12.55265168859028,60,default,1
57,379.2029626568359,unemployed,842.1895471997259,0.5758838933798938,single,1,bachelor,128.31146517268132,21.401179730012473,16.98763878286577,13.829854161995932,60,active,0
21,517.31795749458,employed,353.9971240386267,0.24667491342653283,divorced,1,postgrad,82.05161997406456,21.46084414103663,15.0671024269423,11.30439448012263,60,active,0
19,468.8645529215841,unemployed,1329.1458135261087,0.12659141193795395,divorced,1,bachelor,73.9369736628127,20.574225451388767,14.933584555204902,10.973947962585674,23,default,1
23,733.5564123319615,employed,856.3487631974788,0.07690526282307505,divorced,1,postgrad,118.40380497015511,24.343991691527748,10.227806868545184,8.53955240733407,35,closed,0
59,550.8841686602426,employed,741.1672707870639,0.13178659947560378,single,1,postgrad,99.02488320826932,20.115521730003657,17.534578600681552,10.889890162295409,22,closed,0
21,567.5205324150404,employed,1208.043673574198,0.34235225040309447,married,1,bachelor,124.91494401957856,15.110305822236807,14.798976327318105,2.0366563332325835,14,default,1
46,417.62460677550655,employed,882.3962080242611,0.4422870444385288,divorced,1,postgrad,72.82608359886558,16.93788554549566,12.490040199093977,10.229334101083095,60,default,1
35,402.4787551855013,employed,1317.9809152139865,0.22902080143355766,divorced,2,postgrad,46.616832237297075,10.10490653255144,20.532308854060357,11.754377468427483,20,closed,0
43,413.4883624360758,employed,1185.1017848730094,0.8133424050014515,single,2,high_school,84.00987754520997,30.134085580211963,8.748919870525995,13.691020962810468,27,default,1
61,578.8904284756594,employed,1205.0707969601433,0.20792342426577648,divorced,2,high_school,77.00942172204952,24.313772959763433,12.88752052283783,11.19396636742513,25,default,1
51,415.8031038359474,employed,590.2132866398397,0.26083444259376065,married,1,postgrad,97.636347997591,15.849647524353816,20.138593743897665,13.043020626734998,60,closed,0
27,557.9549713792826,employed,1363.5831956159202,0.10952628416623476,single,2,bachelor,80.89464357188831,18.5907757530145,16.577614704601267,5.460634015829264,60,default,1
53,915.0801597290878,employed,1078.3751593701568,0.25085125200039493,single,1,postgrad,122.23050854009347,16.815617628967832,14.760705361736214,11.82948944337915,54,closed,0
31,674.2249406863384,employed,889.216858226139,0.46152626905013167,married,2,bachelor,91.35549212732451,27.712736056870586,16.255017715750732,6.96149162125979,31,active,0
48,434.7952935664318,employed,1043.0165402026753,0.6224521206393593,married,2,high_school,104.51423496321704,12.900614178645355,15.897070855244207,8.375089453022003,60,default,1
65,740.242784432789,employed,467.12943013050403,0.3984798933684013,married,2,bachelor,104.72903675322831,20.572380294093897,7.416687268570393,11.438503356408418,51,closed,0
32,418.3849253956897,employed,1122.5958434442014,0.058734322284688646,divorced,2,postgrad,105.84865277236563,19.457360787175762,13.253690573260192,15.828791963620663,3,active,0
25,100.0,unemployed,691.1885475453785,0.09968586243360074,married,1,postgrad,99.27612668635079,24.13419315354557,23.082608272568745,13.113620290410177,5,default,1
31,298.3827378165192,employed,594.1989142469397,0.05874538677015844,single,1,postgrad,115.3180207123094,19.479953861376526,11.703379326114163,12.054692991411352,1,active,0
40,125.84161579482884,employed,543.2922441346327,0.14049481279644285,married,2,postgrad,76.13034598522577,11.208955616722825,13.40849492947833,11.941408831598693,30,closed,0
57,429.6973031917383,employed,1333.8065124969776,0.18135617969878268,single,1,postgrad,141.9825377996165,18.744410826787796,12.291896183454062,9.859113320386598,60,default,1
38,503.68367583791036,employed,811.2209818921634,0.12077322769540527,single,1,bachelor,92.90387849894394,15.139188910283375,14.564923883409312,10.368049759881949,18,active,0
33,835.2874624550566,employed,1460.1183129749497,0.3803905055871858,divorced,2,postgrad,60.65352586303955,20.397897732782802,12.08438584337851,13.28212813641239,24,default,1
62,565.3854747528326,unemployed,839.2595610843107,0.11550874706878707,married,1,high_school,105.6422007097532,27.170885182601634,17.4337075107903,7.843918444666517,60,default,1
35,456.1798942382271,employed,487.792612722116,0.3442408863859198,divorced,1,postgrad,74.46458552657545,11.30287377883861,15.986567061451332,13.779162150849064,60,default,1
64,665.8811162366978,employed,665.0426680154023,0.4240345061051237,married,1,bachelor,119.96003603526626,15.99888632300048,18.86773807553509,10.834478798643442,54,default,1
41,100.0,employed,1370.7434860020817,0.22282399733200586,married,1,postgrad,166.28816728127134,17.236535231082513,9.745294169055198,14.476671224608696,15,closed,0
43,547.1229116217132,employed,953.2305466189997,0.49661588793271977,married,2,postgrad,76.4028372532645,18.091844522933943,13.298297585585484,14.88328037169625,6,default,1
42,654.1730387773933,employed,835.5138110528197,0.3672419812866422,married,2,bachelor,109.97116999671954,23.70062832052622,13.871386841939325,6.98074796248278,1,default,1
62,204.28275084403168,employed,1048.0054677558362,0.1766046090707247,married,1,postgrad,47.334832338861176,19.13227791219306,17.278234550442974,10.255257710318347,5,active,0
58,728.7508086413858,employed,1150.5348208502635,0.25806347299908466,single,2,bachelor,113.61715688324041,22.079013628602226,11.033894013964828,9.43341693617813,17,closed,0
46,567.6992814988828,employed,1335.2196447707383,0.18946469672779903,single,2,postgrad,73.42858600600931,16.87113478134112,19.57826902129172,6.561816104780571,40,active,0
32,416.94241721983974,employed,1434.5497689678778,0.41553989542792674,married,2,high_school,81.25496144696552,21.149621727089688,20.932077952588045,8.902400171371768,3,default,1
62,626.556373221257,unemployed,892.0694062632742,0.3736665773648109,single,1,postgrad,66.96140530480517,23.888988154388574,10.05563826182208,19.32376753579602,7,closed,0
18,954.1385715608792,employed,602.1856941753886,0.31574326822413956,divorced,1,bachelor,121.96453678164207,16.33850225131456,12.545635525532171,13.828529688637321,9,active,0
42,536.373251011699,employed,875.9604516630172,0.08399329541065491,divorced,2,high_school,130.21913072419787,23.906790599032576,12.340342458539538,17.751863905817263,49,default,1
24,549.6441172600672,employed,1078.0841519748658,0.17040026056912042,divorced,2,bachelor,100.70155643975524,20.261863843637844,28.161931023387492,14.487295320055008,47,active,0
26,408.1278200919512,employed,710.8723221368168,0.1477675605532415,married,1,postgrad,74.06719883992841,25.22730120241126,12.850499473960566,9.774470516974574,40,default,1
41,330.03112610704164,unemployed,712.8547255314871,0.039946971742571044,married,2,high_school,147.68569108311587,18.992900499615132,23.388127210780674,10.854686409977871,14,default,1
18,666.0671633088491,employed,1103.1363644649657,0.10329415178606531,single,1,bachelor,77.48769616736031,21.906223275810493,8.666840024466952,13.765308540720921,23,closed,0
61,328.78323481822656,employed,985.4042945288646,0.10515294927659564,single,2,high_school,35.139031002176836,19.79696884160735,10.051745169178183,13.312518610419108,5,closed,0
25,514.3132474438785,unemployed,1009.8390986234759,0.22786647909438923,single,1,high_school,113.75167029871206,19.518938689797107,11.566977340758996,10.267973952874998,12,default,1
41,404.46851064697665,employed,772.4513995899791,0.40368453719585895,divorced,1,bachelor,66.8567597907545,21.29465214112845,10.771553442767388,7.47002048826238,60,default,1
28,595.7959651492783,unemployed,930.8797857382698,0.18541250912330293,divorced,1,high_school,129.65826380497523,22.68403734612452,13.660506329207507,21.863283562166217,60,default,1
68,566.7324210573896,employed,722.7300567195086,0.23563203212078124,divorced,1,bachelor,88.56586909979744,13.752175440379975,11.45610898639251,11.576550982971582,52,default,1
34,707.5079888515799,employed,1267.059523337436,0.23568719520267642,divorced,2,high_school,118.11139721632588,27.16816804408939,10.903292036327132,11.02278332045214,60,default,1
25,397.9967202290506,employed,1310.5748004171257,0.2556894500410284,single,1,high_school,142.04501039656475,10.701684797251009,20.792359982366637,12.340003391715905,51,closed,0
52,446.02501294132577,employed,446.1436413285719,0.27731658935159587,married,2,high_school,63.734234061378345,16.57593945130552,21.118968112565824,11.271814232066914,1,default,1
52,304.24725684353854,unemployed,721.146741942277,0.4929038584246122,married,1,postgrad,83.02188607322783,19.528654646175497,19.746482491876577,12.368186723116452,60,default,1
50,411.14134798477767,employed,551.0412234729763,0.22461636012846697,divorced,1,postgrad,97.72986782028809,22.06177984542974,17.61999477792164,15.860841858349257,5,default,1
22,575.4600986089704,employed,804.9928196779306,0.4978941595164927,married,2,bachelor,146.12653957103032,27.880862638706894,15.463715328897761,11.62635456094073,57,default,1
59,651.3977233290703,employed,974.9686090628917,0.2708167713466874,married,2,high_school,80.24851846178663,10.708542558874463,12.514846546670457,8.511868682016715,14,active,0
56,315.5669351644749,employed,565.106434090441,0.2447966527292512,married,2,bachelor,82.16488912152978,17.461529358051447,10.23421247622454,11.515068616564168,24,default,1
58,673.921184021132,employed,723.442056062406,0.7069398340941843,divorced,1,postgrad,114.34421726667425,9.365832561003673,16.814978517163436,10.606794655770267,51,default,1
45,771.1275717609901,unemployed,698.8127883755504,0.4405181037535751,single,1,postgrad,82.68313822868288,20.15810986955124,9.13184803726601,16.271696811740554,28,default,1
24,582.6869806447402,employed,1062.1801988196833,0.04283204593560013,single,2,postgrad,104.5757764869285,21.358417922500152,10.030395354123034,15.513357194212713,14,default,1
26,875.3591625116132,employed,1020.8033011108752,0.3382887652701045,married,1,postgrad,53.4538773709562,27.953978710856262,20.76456628102405,12.322575001292396,20,default,1
25,345.2421601792854,employed,783.478733998824,0.1093125928188253,single,2,bachelor,166.42989827669788,20.60317380446727,24.503245208610437,8.16379243554223,20,closed,0
29,251.0690593377166,employed,1053.0462616418195,0.2790779756873904,single,1,high_school,59.568723090717896,25.220125647211898,16.966475690832404,8.322323209680162,60,closed,0
51,144.25595021914427,employed,835.9959746238204,0.12319567633573482,divorced,1,bachelor,90.34741888029374,22.919185407695295,20.532285761473222,12.04536978475366,60,default,1
50,799.2088622978366,employed,918.5034669021841,0.31085490028701984,divorced,1,high_school,99.02556892473716,17.823759014974158,13.770758412780083,13.008968907963842,30,active,0
65,630.8731312708115,unemployed,1502.035627089561,0.5807638662086987,married,2,postgrad,157.38064403070388,12.955196266039803,8.31162906956158,10.876131542021835,11,closed,0
40,488.88306581790897,employed,1402.1383155371043,0.3520188680892029,married,1,high_school,60.2546265720178,21.375011491459055,18.06085809309292,10.559491247378297,60,default,1
41,555.993725263964,employed,610.1256289217207,0.21162448830095731,married,2,postgrad,159.51112406436255,12.539489914273181,17.84644661635032,10.22160230046406,8,default,1
54,274.9021905403247,employed,1248.9197253637524,0.19060156650468274,divorced,2,bachelor,122.71530463306067,26.47603536334822,15.35834276940122,11.92981811926816,11,active,0
52,989.1503959233653,unemployed,1243.4189663474776,0.5287406174504465,single,1,high_school,112.51285973269738,19.18968948981588,13.788122709474443,4.8517129437808055,22,active,0
61,525.8442363950455,employed,655.5210133742146,0.3441654266410305,divorced,2,bachelor,70.46098938946133,25.97588705755708,19.81105289290549,8.69602011369087,60,active,0
57,521.8789589209786,employed,1245.6332931264583,0.509483025220101,divorced,2,postgrad,117.1342372611422,17.598927829338002,10.071334832862629,10.118847463657948,7,active,0
39,645.1533247797383,employed,1461.3795755237659,0.3888300984943921,single,1,bachelor,78.295401327406,21.34425393200496,11.131097105546711,15.622509584855763,6,closed,0
44,596.2018463473427,employed,663.2365581266758,0.24862235523960224,single,2,postgrad,137.99983759595239,21.046744286673444,9.95946746619786,9.558559074213212,34,default,1
52,544.7768048558263,employed,724.7491536957209,0.32585022418213927,married,2,postgrad,70.868139126768,19.77477940994538,15.424864813179136,12.541404425493619,16,default,1
18,341.90510891093766,employed,1305.2984400530509,0.6161490898475421,single,1,postgrad,96.60524516631747,17.836702433017038,9.560534939453708,12.679628252792988,42,closed,0
52,594.2936714271991,employed,1081.4485932476944,0.2637367830498125,single,1,bachelor,83.34180735960486,21.9622800923526,11.578789097423783,15.893749516982286,30,default,1
54,876.4048992950068,employed,1165.442882571857,0.18218694455348772,single,1,bachelor,70.37431112719017,15.369183682583959,11.47122218886401,15.787732220892451,28,closed,0
64,769.0840092309955,unemployed,1102.176764920149,0.171892970512924,single,2,high_school,122.23959450723743,13.952823355204707,13.696958338330209,11.82749109361525,5,closed,0
31,818.6373253278794,unemployed,1117.2087762784433,0.39670589681207996,married,2,high_school,116.063762422289,26.21413446663414,7.563127767980116,10.573545776431672,7,default,1
20,397.756864713763,employed,602.058361506675,0.2024517443898647,married,1,bachelor,136.2703059670299,23.635839944460503,15.436024960186336,10.00850069152293,60,closed,0
18,302.07903594828383,employed,1314.1953119864345,0.22863765281597825,single,2,bachelor,46.603746753754976,20.3294580430112,21.23651825332339,11.276810332602658,60,default,1
22,474.8426159800704,employed,1350.876997728332,0.46349070456281477,single,1,bachelor,131.9251210702313,28.32571191271891,15.67745686158381,10.6978999370292,13,active,0
43,511.14498245773893,employed,931.1827767795917,0.10118673151915425,married,1,bachelor,175.16346716070683,18.661172406375776,22.706605724006604,13.660882228074696,6,default,1
31,718.8383036941897,employed,986.9569150558413,0.2799184058289093,married,1,postgrad,86.4507673246916,26.613516099944896,21.669990929384625,13.260929452455613,2,default,1
56,161.5070740570361,employed,540.6677492332833,0.4914679824608622,single,2,postgrad,156.8544583632691,20.87787042462911,18.888675236239273,13.775403573435048,46,closed,0
44,805.9100638921227,employed,1154.2764268053504,0.31599410767455666,divorced,2,postgrad,92.1051618382052,14.876246249618049,15.373429213184428,15.777851134308506,60,default,1
26,468.39842028420213,unemployed,1171.6172325142431,0.2817194221228608,married,1,bachelor,58.82770787316079,29.24020095885425,15.112501941227197,17.58860736420053,23,default,1
32,414.623786010516,employed,981.3426949002067,0.3774191190742991,married,1,postgrad,90.83102672779613,24.953554233120425,18.8189988618163,12.37399018022267,56,active,0
32,297.57912494796653,employed,1337.3060079611507,0.3231700330669986,married,2,postgrad,131.44611903025827,19.39489484495218,13.041646952479837,15.29839131418696,60,default,1
43,169.02866562684613,employed,899.7768307060178,0.2453787438648542,single,1,high_school,74.85470553005406,23.635856297669747,5.587396242662681,10.945019448497355,60,active,0
59,664.6341167923829,employed,1169.3817777680802,0.05079942872190077,single,2,high_school,81.9898402298054,17.981482830010467,17.4600202705148,15.555020950749046,3,default,1
30,514.6635934376808,employed,694.1006983923653,0.3893073782684028,married,1,postgrad,117.80618296879572,24.14574517529771,9.344656850325144,15.184527471527533,10,closed,0
68,242.00782005178922,employed,992.9343547377285,0.09094489894008022,single,1,postgrad,100.09180350215719,8.044607173580204,10.189293859048076,15.025247909828973,3,active,0
49,240.9842455872768,employed,947.6937226291493,0.40660733444171865,single,2,postgrad,117.53868857460222,14.900993331527031,15.00111973997894,12.282209523574572,60,default,1
56,432.8430601419744,employed,1067.5923766122826,0.04913317291823275,married,2,bachelor,107.13488622275008,24.896298721434814,14.524375612232651,9.994925508027334,60,active,0
66,833.8043050578785,employed,889.1419213499925,0.13406080555620095,single,2,high_school,114.3887595865472,18.751722308905403,7.939621968421848,7.81641468640357,42,active,0
69,448.081729727279,employed,960.5582212984997,0.3113574232014944,divorced,2,high_school,87.03096442571376,21.03771147444371,15.827457820665702,11.879888377436702,4,default,1
49,199.37140937637878,unemployed,1247.8141514324518,0.23475450753864355,single,2,high_school,106.95192826091177,13.266071689422827,19.830698304305244,16.59903762674755,15,active,0
21,450.85138718281115,unemployed,868.9707288285348,0.20655144744303597,single,1,postgrad,72.17880982912199,29.239334978510513,9.358292148671087,11.07046529590778,17,default,1
47,445.45528605046593,unemployed,518.0268697783962,0.6816552682617121,married,1,bachelor,138.65300867510166,25.952648218588383,21.362416654243795,14.355379756380163,41,active,0
54,100.0,employed,1524.8751712616263,0.4125868136483029,married,2,high_school,80.97175849548059,18.996573908123352,7.19914587435028,14.531854201556794,14,active,0
40,489.14102669643756,employed,1414.436223607146,0.053121042959720026,divorced,2,high_school,133.86542462648168,17.976520715683368,25.586620721854768,11.148941337218481,3,default,1
56,453.8130939582644,unemployed,612.3211914683144,0.49061904250908245,single,1,bachelor,92.99179117051403,25.148021807098466,12.943697847582584,15.949034512558558,60,default,1
62,639.2412729626836,employed,1206.9123415735583,0.4547962996448925,divorced,1,postgrad,106.05997032271964,29.912352250844638,15.728084984134457,3.2740177665584884,17,active,0
32,869.791218989069,employed,849.107568834597,0.36081494259459335,divorced,2,postgrad,85.15106347327898,24.768801279056767,5.539832137571651,8.331749163785474,30,default,1
60,725.3130059095515,employed,1079.0461645993178,0.18806662822322226,married,2,high_school,69.52013706495913,30.85901333698301,14.689319667653457,9.25310311092462,6,closed,0
46,446.2222618890339,employed,1088.2672387040482,0.396148132078496,single,1,high_school,47.65718837184095,15.38824335469041,16.14241088859096,9.540854931397831,60,default,1
53,278.69481825166594,unemployed,929.6776599051034,0.2841761625924747,married,2,bachelor,68.34027524222621,15.903065847506046,14.569189479502528,13.008788853557686,41,active,0
30,1014.6719606499721,employed,764.8703003240811,0.4365609916533659,divorced,1,high_school,90.28273440352234,14.055294409733257,12.184594614738131,12.870113409161705,60,default,1
49,511.84368680289765,employed,792.8376843051221,0.14190926688076597,divorced,1,bachelor,106.35637536486652,22.208803248247396,10.267177407360926,13.181971716525023,34,default,1
24,502.78585838258925,employed,725.1424253556272,0.17512991611967793,married,2,high_school,130.3113793984979,20.87801774902185,20.652633097686554,13.788244482397461,60,active,0
68,495.17498257799934,employed,750.4533375308665,0.10939522362794184,married,1,high_school,86.62727620609454,19.24024438264007,15.15403567498975,9.149686292563052,60,closed,0
39,539.616952153571,unemployed,979.8465129851934,0.15094659543979538,married,1,high_school,73.54117707198478,24.04629314061649,22.703761882583862,8.345471799578043,42,closed,0
